City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,cabedelo,-6.9811,-34.8339,83.07,67,100,10.49,BR,1729019474
295,yorkton,51.2167,-102.4677,55.8,33,89,20.8,CA,1729019475
296,twon-brass,4.3151,6.2418,79.23,82,45,9.31,NG,1729019476
297,acapulco de juarez,16.8634,-99.8901,85.82,74,75,9.22,MX,1729019353
298,simanggang,1.2472,111.4528,75.02,94,100,3.0,MY,1729019416
299,lucapa,-8.4192,20.7447,71.19,73,84,2.89,AO,1729019480
300,karaton,-6.3424,106.1045,72.7,91,100,2.1,ID,1729019481
301,pizarro,4.9533,-77.366,80.11,76,100,6.08,CO,1729019482
302,nanao,37.05,136.9667,67.03,98,100,5.3,JP,1729019483
303,whakatane,-37.9585,176.9854,51.51,74,76,5.99,NZ,1729019235
304,protaras,35.0125,34.0583,73.99,83,9,6.64,CY,1729019485
305,chonchi,-42.6128,-73.8092,61.12,53,100,3.22,CL,1729019486
306,iacu,-12.7672,-40.2117,78.62,63,100,8.84,BR,1729019487
307,arkhangel'sk,64.5401,40.5433,32.11,100,100,8.95,RU,1729019445
308,shalqar,47.8333,59.6,36.5,57,0,6.87,KZ,1729019489
309,sisimiut,66.9395,-53.6735,30.83,73,67,3.76,GL,1729019490
310,ciudad constitucion,25.0369,-111.6644,89.67,26,0,14.85,MX,1729019491
311,faya-largeau,17.9257,19.1043,89.15,13,0,8.79,TD,1729019493
312,birao,10.2849,22.7882,74.41,83,100,6.76,CF,1729019494
313,guozhen,34.3659,107.359,63.14,66,96,3.02,CN,1729019495
314,manokwari,-0.8667,134.0833,78.64,82,100,4.05,ID,1729019497
315,mora,11.0461,14.1401,79.56,67,100,7.52,CM,1729019498
316,g'uzor,38.6214,66.2522,49.53,77,100,3.18,UZ,1729019499
317,swakopmund,-22.6833,14.5333,56.98,81,11,3.0,NA,1729019500
318,haiku-pauwela,20.9219,-156.3051,82.42,70,40,21.0,US,1729019501
319,beboto,8.2668,16.939,69.13,97,100,3.94,TD,1729019502
320,polyarnyy,69.1989,33.4478,41.29,79,98,20.18,RU,1729019503
321,kerikeri,-35.2268,173.9474,51.91,93,100,3.83,NZ,1729019504
322,newport,51.5877,-2.9984,59.54,94,100,11.61,GB,1729019506
323,trondheim,63.4305,10.3951,41.05,93,91,5.5,NO,1729019507
324,mana,5.6592,-53.7767,85.23,63,4,10.6,GF,1729019508
325,nuuk,64.1835,-51.7216,32.61,64,20,6.91,GL,1729019509
326,hasaki,35.7333,140.8333,73.98,72,100,11.36,JP,1729019510
327,vilyuchinsk,52.9306,158.4028,32.27,81,1,1.92,RU,1729019511
328,umm kaddadah,13.6017,26.6876,93.49,20,100,9.33,SD,1729019512
329,broken hill,-31.95,141.4333,61.59,81,75,9.64,AU,1729019513
330,la'ie,21.6477,-157.9253,81.1,76,11,11.99,US,1729019514
331,bamboo flat,11.7,92.7167,80.98,81,60,0.56,IN,1729019515
332,tannum sands,-23.9504,151.3693,66.09,88,11,4.61,AU,1729019516
333,holualoa,19.6228,-155.9522,79.25,81,20,0.0,US,1729019517
334,sale,34.0389,-6.8166,68.68,100,75,13.8,MA,1729019518
335,terre haute,39.4667,-87.4139,53.87,61,40,10.36,US,1729019519
336,senador jose porfirio,-2.5908,-51.9542,88.34,49,100,6.44,BR,1729019240
337,sinjai,-5.1241,120.253,77.09,70,100,2.89,ID,1729019521
338,alice springs,-23.7,133.8833,83.75,32,10,5.75,AU,1729019522
339,uturoa,-16.7333,-151.4333,76.06,68,0,2.08,PF,1729019524
340,aripuana,-9.1667,-60.6333,91.85,44,100,3.51,BR,1729019525
341,lata,40.1629,-8.3327,67.5,47,100,9.19,PT,1729019526
342,puerto deseado,-47.7503,-65.8938,67.89,24,16,21.16,AR,1729019527
343,sao joao da barra,-21.6403,-41.0511,77.09,68,60,12.82,BR,1729019528
344,viana do castelo,41.6932,-8.8329,66.49,86,100,5.03,PT,1729019529
345,tolanaro,-25.0319,46.9987,73.47,88,40,6.91,MG,1729019530
346,codrington,-38.2667,141.9667,54.19,91,70,7.7,AU,1729019531
347,agadez,19.75,10.25,89.55,11,0,4.72,NE,1729019532
348,tres lagoas,-20.7511,-51.6783,90.39,39,100,1.7,BR,1729019270
349,dudinka,69.4058,86.1778,-2.22,94,6,8.93,RU,1729019534
350,minas de matahambre,22.5887,-83.9447,87.42,59,53,7.36,CU,1729019535
351,mandalgovi,45.7625,106.2708,34.83,95,10,19.26,MN,1729019536
352,bowen,-20.0167,148.2333,68.76,91,7,9.62,AU,1729019537
353,basoko,1.2391,23.616,73.6,90,99,6.33,CD,1729019538
354,flying fish cove,-10.4217,105.6791,76.68,83,20,10.36,CX,1729019539
355,lubang,13.8584,120.124,83.75,78,100,14.0,PH,1729019540
356,kununurra,-15.7667,128.7333,78.78,83,89,6.91,AU,1729019541
357,slave lake,55.2834,-114.769,53.19,39,100,4.88,CA,1729019372
358,novodvinsk,64.4165,40.8122,31.75,97,100,7.11,RU,1729019544
359,chahar burj,34.2448,62.1917,63.81,47,18,6.58,AF,1729019545
360,razdol'noye,45.7708,33.4878,57.43,55,100,3.11,UA,1729019546
361,sao felix do xingu,-6.6447,-51.995,98.17,28,73,3.58,BR,1729019548
362,tanjung pandan,-2.75,107.65,78.4,84,88,4.23,ID,1729019549
363,thurso,58.5927,-3.5259,53.85,83,100,19.06,GB,1729019551
364,san pedro de jujuy,-24.2313,-64.8661,102.27,24,2,5.79,AR,1729019552
365,rivera,-30.9053,-55.5508,74.3,99,100,4.32,UY,1729019382
366,zhangye,38.9342,100.4517,58.46,30,100,6.29,CN,1729019554
367,jamkhandi,16.5167,75.3,75.74,83,100,6.31,IN,1729019555
368,santo antonio do ica,-3.1022,-67.9397,93.88,40,87,3.62,BR,1729019556
369,barcelos,41.5388,-8.6151,67.93,77,100,4.07,PT,1729019557
370,caister-on-sea,52.6481,1.7265,55.9,89,100,18.34,GB,1729019558
371,lorengau,-2.0226,147.2712,76.93,93,100,7.67,PG,1729019559
372,inhambane,-23.865,35.3833,72.05,55,100,18.57,MZ,1729019561
373,tinghir,31.5157,-5.5343,66.65,53,2,10.33,MA,1729019562
374,vorkuta,67.5,64.0,23.16,90,100,7.61,RU,1729019563
375,yarmouth,41.7057,-70.2286,57.25,57,20,13.0,US,1729019564
376,harper,4.375,-7.7169,77.58,87,65,8.03,LR,1729019565
377,tommot,58.9564,126.2925,24.8,77,93,8.37,RU,1729019566
378,ust-nera,64.5667,143.2,12.9,93,100,3.87,RU,1729019568
379,daru,-9.0763,143.2092,78.62,84,100,12.33,PG,1729019569
380,tarakan,3.3,117.6333,79.57,80,76,1.95,ID,1729019570
381,moab,38.5733,-109.5498,77.49,33,0,3.27,US,1729019360
382,fort st. john,56.2499,-120.8529,51.69,43,20,13.8,CA,1729019573
383,chantonnay,46.687,-1.0502,68.32,86,99,6.42,FR,1729019574
384,sferracavallo,42.726,12.0956,66.38,92,13,2.44,IT,1729019575
385,carroll,39.5501,-77.0164,55.72,54,40,10.36,US,1729019576
386,qeshm,26.9581,56.2719,85.08,72,0,21.18,IR,1729019577
387,nadym,65.5333,72.5167,31.89,87,99,3.02,RU,1729019578
388,kassala,15.451,36.4,93.25,21,2,6.87,SD,1729019351
389,mayo-belwa,9.05,12.05,75.81,85,92,2.44,NG,1729019580
390,villa yapacani,-17.4,-63.8333,102.96,22,0,10.71,BO,1729019581
391,vilyuysk,63.7553,121.6247,18.75,97,94,5.44,RU,1729019582
392,sovetskiy,61.3614,63.5842,32.9,58,60,4.34,RU,1729019583
393,dire dawa,9.5931,41.8661,78.03,42,93,1.41,ET,1729019586
394,tangalle,6.024,80.7911,76.71,93,55,10.78,LK,1729019587
395,geraldton,-28.7667,114.6,54.01,94,20,9.22,AU,1729019588
396,bonthe,7.5264,-12.505,78.15,84,50,6.78,SL,1729019589
397,balcarce,-37.8462,-58.2552,70.83,67,4,5.01,AR,1729019590
398,fort bragg,35.139,-79.006,67.68,39,20,11.5,US,1729019591
399,prince rupert,54.3161,-130.3201,49.69,92,100,21.85,CA,1729019592
400,laojunmiao,39.8333,97.7333,50.7,31,100,1.34,CN,1729019593
401,okhotsk,59.3833,143.3,30.09,81,89,7.67,RU,1729019594
402,nzega,-2.479,29.5564,62.01,67,66,4.47,RW,1729019595
403,staryye ozinki,51.1786,49.6769,40.87,26,100,8.7,RU,1729019596
404,santiago de cao,-7.9589,-79.2392,66.33,82,20,11.5,PE,1729019597
405,xiongzhou,25.1167,114.3,69.53,97,10,2.44,CN,1729019598
406,lautoka,-17.6167,177.4667,73.26,94,100,0.0,FJ,1729019599
407,trenton,40.217,-74.7429,59.22,41,75,10.36,US,1729019538
408,horta,38.5333,-28.6333,67.64,73,40,16.11,PT,1729019603
409,lucera,41.5082,15.3351,64.49,68,0,2.3,IT,1729019604
410,margate,51.3813,1.3862,57.87,89,100,1.99,GB,1729019605
411,vadso,70.0744,29.7487,35.76,80,0,10.36,NO,1729019607
412,guerrero negro,27.9769,-114.0611,72.01,61,19,15.1,MX,1729019608
413,midvagur,62.0511,-7.1939,50.83,93,100,17.27,FO,1729019609
414,igarka,67.4667,86.5833,-5.46,98,22,8.95,RU,1729019610
415,salalah,17.0151,54.0924,80.69,89,0,4.61,OM,1729019611
416,awjilah,29.1081,21.2869,76.21,48,0,6.35,LY,1729019612
417,talara,-4.5772,-81.2719,75.96,60,0,13.8,PE,1729019613
418,atlantic city,39.3643,-74.4229,60.19,39,40,16.11,US,1729019578
419,hammerfest,70.6634,23.6821,37.85,87,75,11.5,NO,1729019615
420,cromer,52.9312,1.2989,56.68,87,100,11.99,GB,1729019616
421,verkhnyaya salda,58.0456,60.5533,27.45,83,6,4.38,RU,1729019617
422,piton saint-leu,-21.2196,55.3151,68.4,78,0,4.61,RE,1729019618
423,salekhard,66.53,66.6019,26.38,97,63,3.02,RU,1729019550
424,novyy turtkul',41.55,61.0167,39.96,67,0,7.63,UZ,1729019622
425,behshahr,36.6923,53.5526,63.5,79,0,2.46,IR,1729019623
426,guarapari,-20.6667,-40.4975,73.72,73,100,8.88,BR,1729019357
427,malapatan,5.9692,125.2894,77.43,89,33,4.81,PH,1729019625
428,atoyac,20.0167,-103.5333,81.01,47,9,4.03,MX,1729019626
429,alotau,-10.3069,150.4462,75.18,95,99,1.92,PG,1729019628
430,tongliao,43.6125,122.2653,37.27,37,2,7.36,CN,1729019629
431,severobaykal'sk,55.65,109.3167,25.18,70,100,7.7,RU,1729019630
432,baker city,44.7749,-117.8344,67.71,34,0,3.44,US,1729019631
433,aioun,16.6614,-9.6149,96.24,20,10,6.24,MR,1729019632
434,hami,42.8,93.45,61.47,27,10,9.66,CN,1729019633
435,erbil,36.1926,44.0106,73.22,33,0,1.14,IQ,1729019634
436,katsuura,35.1333,140.3,74.05,77,73,13.87,JP,1729019635
437,makaha,21.4694,-158.2175,84.11,73,75,6.91,US,1729019636
438,nogliki,51.8333,143.1667,44.62,96,100,19.62,RU,1729019637
439,mount gambier,-37.8333,140.7667,58.15,79,41,7.38,AU,1729019638
440,bakchar,57.0186,82.0711,28.92,89,44,4.34,RU,1729019640
441,egilsstadir,65.2653,-14.3948,37.31,100,100,0.0,IS,1729019642
442,nantucket,41.2835,-70.0995,55.51,50,20,17.27,US,1729019487
443,colonia del sacramento,-34.4667,-57.85,73.53,64,20,2.3,UY,1729019644
444,vega de alatorre,20.0333,-96.6333,82.81,58,99,10.38,MX,1729019645
445,kakunodatemachi,39.5833,140.5667,62.8,99,100,4.59,JP,1729019646
446,kencong,-8.2833,113.3667,73.87,77,100,2.28,ID,1729019647
447,ko lanta,7.5336,99.0865,81.19,76,100,8.9,TH,1729019648
448,trincomalee,8.5711,81.2335,79.11,86,100,15.68,LK,1729019520
449,al jahra',29.3375,47.6581,83.1,38,0,7.65,KW,1729019357
450,nanakuli,21.3906,-158.1547,84.15,64,0,10.36,US,1729019651
451,mejit,10.2753,170.8646,83.8,80,95,16.46,MH,1729019652
452,tutong,4.8,114.65,75.74,96,100,6.64,BN,1729019653
453,port saint john's,-31.6229,29.5448,61.11,64,98,6.31,ZA,1729019654
454,ambon,-3.6954,128.1814,85.23,100,40,2.3,ID,1729019655
455,geita,-2.8708,32.2341,69.57,67,7,2.64,TZ,1729019656
456,antsirabe,-19.85,47.0333,58.39,66,0,6.02,MG,1729019657
457,kone,-21.0595,164.8658,70.16,83,100,3.78,NC,1729019658
458,usinsk,65.9939,57.5281,30.22,80,100,17.74,RU,1729019659
459,orcopampa,-15.2661,-72.3417,61.83,29,97,7.49,PE,1729019661
460,mount isa,-20.7333,139.5,64.17,82,0,5.75,AU,1729019662
461,palmas,-10.2128,-48.3603,80.47,74,40,4.61,BR,1729019642
462,bel ombre,-4.6167,55.4167,82.24,78,20,5.75,SC,1729019664
463,camapua,-19.5314,-54.0439,83.26,54,100,18.19,BR,1729019665
464,broome,42.2506,-75.833,49.69,68,100,5.99,US,1729019666
465,san patricio,28.017,-97.5169,91.35,27,0,4.03,US,1729019667
466,glace bay,46.1969,-59.957,60.85,67,75,23.02,CA,1729019668
467,sun city west,33.662,-112.3413,92.91,20,0,5.01,US,1729019669
468,mount pearl,47.5166,-52.7813,64.33,94,100,8.99,CA,1729019499
469,pimampiro,0.4,-77.9667,71.35,54,100,8.3,EC,1729019671
470,hlinsko,49.7621,15.9076,39.87,86,3,5.39,CZ,1729019672
471,coquimbo,-29.9533,-71.3436,62.98,65,75,13.8,CL,1729019673
472,yanam,16.7333,82.2167,77.86,95,100,6.6,IN,1729019674
473,tosontsengel,48.7567,98.2839,23.85,98,99,1.3,MN,1729019675
474,monrovia,6.3005,-10.7969,78.42,82,91,9.28,LR,1729019665
475,hilo,19.7297,-155.09,81.09,78,100,4.61,US,1729019677
476,ventspils,57.3894,21.5606,48.13,61,20,11.5,LV,1729019678
477,altamira,-3.2033,-52.2064,91.49,52,20,6.91,BR,1729019679
478,yarkovo,57.4028,67.0786,32.88,70,5,3.91,RU,1729019681
479,thunder bay,48.4001,-89.3168,48.18,43,20,10.36,CA,1729019682
480,opuwo,-18.0607,13.84,72.18,50,6,11.88,NA,1729019683
481,ta`u,-14.2336,-169.5144,80.17,70,79,18.86,AS,1729019684
482,prince albert,53.2001,-105.7677,51.75,50,75,3.44,CA,1729019685
483,ciudad lazaro cardenas,17.9583,-102.2,85.14,70,7,6.44,MX,1729019686
484,arboga,59.3939,15.8388,40.41,82,4,5.7,SE,1729019687
485,touros,-5.1989,-35.4608,80.65,64,100,13.82,BR,1729019688
486,bhamo,24.2667,97.2333,69.03,99,39,0.76,MM,1729019689
487,poyarkovo,49.6,128.6833,30.24,51,23,6.98,RU,1729019690
488,ballina,-28.8667,153.5667,62.64,78,43,4.76,AU,1729019691
489,vila velha,-20.3297,-40.2925,76.95,76,20,10.36,BR,1729019584
490,dauphin,51.1494,-100.0502,51.94,43,0,19.57,CA,1729019694
491,preobrazheniye,42.9019,133.9064,42.48,65,0,7.54,RU,1729019695
492,bizerte,37.2744,9.8739,80.6,69,20,10.36,TN,1729019696
493,ringkobing,56.0901,8.244,44.58,81,31,5.75,DK,1729019697
494,port alfred,-33.5906,26.891,62.19,71,2,8.01,ZA,1729019698
495,manggar,-2.8833,108.2667,80.64,77,99,2.42,ID,1729019699
496,goz beida,13.95,20.55,92.52,19,88,3.02,TD,1729019700
497,pariaman,-0.619,100.12,78.85,81,100,6.96,ID,1729019701
498,fort mcmurray,56.7268,-111.381,58.59,47,100,10.36,CA,1729019479
499,mossel bay,-34.1831,22.146,57.13,73,0,28.99,ZA,1729019663
500,tabou,4.423,-7.3528,77.31,89,100,7.52,CI,1729019704
501,praia,14.9215,-23.5087,79.34,78,20,9.22,CV,1729019706
502,dzhalagash,45.0833,64.6667,39.27,74,92,7.34,KZ,1729019707
503,taro,-8.3862,115.28,64.4,81,100,0.18,ID,1729019708
504,alofi,-19.0595,-169.9187,78.69,78,34,9.22,NU,1729019709
505,pico truncado,-46.7949,-67.9573,71.01,20,12,27.63,AR,1729019710
506,tamanrasset,22.785,5.5228,80.51,19,40,5.75,DZ,1729019711
507,palmares do sul,-30.2578,-50.5097,65.5,90,100,7.52,BR,1729019712
508,darwin,-12.4611,130.8418,81.9,85,100,8.05,AU,1729019680
509,cristalina,-16.7686,-47.6136,66.96,87,100,9.1,BR,1729019714
510,nishinoomote,30.7333,131.0,78.89,83,26,18.07,JP,1729019715
511,christchurch,-43.5333,172.6333,43.32,88,62,1.99,NZ,1729019716
512,queenstown,-31.8976,26.8753,43.39,84,13,10.65,ZA,1729019718
513,lazarevskoye,43.9061,39.3331,58.57,71,7,4.14,RU,1729019719
514,inarajan village,13.2736,144.7484,81.0,93,100,2.82,GU,1729019720
515,keflavik,64.0049,-22.5624,45.03,93,75,8.05,IS,1729019721
516,papao,-17.75,-149.55,80.28,75,46,4.92,PF,1729019722
517,elmali,36.7358,29.9177,62.53,79,5,1.57,TR,1729019723
518,kilindoni,-7.9139,39.6668,78.37,75,57,12.03,TZ,1729019724
519,shinkafi,13.0753,6.5105,88.66,38,99,6.46,NG,1729019725
520,taytay,14.5678,121.1394,80.91,92,75,4.61,PH,1729019726
521,misratah,32.3754,15.0925,74.84,67,0,9.82,LY,1729019727
522,obo,5.3998,26.4869,70.48,95,100,2.82,CF,1729019729
523,eastham,41.8301,-69.9739,57.22,61,40,12.66,US,1729019730
524,sorochinsk,52.4338,53.1583,39.49,35,3,4.34,RU,1729019731
525,riverton,40.5219,-111.9391,79.65,32,0,10.0,US,1729019678
526,vermillion,42.7794,-96.9292,54.61,24,0,8.48,US,1729019733
527,las tablas,7.7667,-80.2833,77.18,99,100,5.64,PA,1729019734
528,tionk essil,12.7856,-16.5217,79.09,81,99,4.36,SN,1729019735
529,ghat,24.9647,10.1728,90.46,14,5,8.68,LY,1729019736
530,buinsk,54.95,48.2833,43.9,34,100,10.33,RU,1729019737
531,nikolayevsk-on-amure,53.1406,140.73,37.81,97,100,4.76,RU,1729019738
532,kurchatov,51.6601,35.6521,45.68,89,99,4.81,RU,1729019739
533,kumi,36.1136,128.336,62.15,97,100,3.24,KR,1729019741
534,san felipe,10.3399,-68.7425,91.24,40,100,6.82,VE,1729019742
535,bardai,11.65,7.2333,78.98,57,100,3.22,NG,1729019743
536,le vauclin,14.5452,-60.8388,87.85,66,40,16.11,MQ,1729019744
537,baise city,23.8997,106.6133,70.34,94,70,0.38,CN,1729019745
538,ghadamis,30.1337,9.5007,85.82,17,0,12.26,LY,1729019746
539,bafra,41.5678,35.9069,62.13,80,81,2.19,TR,1729019747
540,palmerston north,-40.35,175.6167,40.75,93,7,2.1,NZ,1729019748
541,happy valley-goose bay,53.3168,-60.3315,37.71,93,100,19.57,CA,1729019749
542,stornoway,58.2093,-6.3865,54.09,79,100,8.05,GB,1729019750
543,buzuluk,52.7807,52.2635,39.45,36,94,6.35,RU,1729019751
544,santiago papasquiaro,25.046,-105.4208,78.33,29,11,6.08,MX,1729019753
545,murun-kuren,49.6342,100.1625,31.78,75,0,4.72,MN,1729019755
546,kruisfontein,-34.0033,24.7314,54.23,63,0,17.31,ZA,1729019756
547,puerto aysen,-45.4,-72.7,57.88,69,94,4.32,CL,1729019689
548,villa berthet,-27.2917,-60.4126,79.39,79,100,9.35,AR,1729019758
549,nejo,9.5,35.5,57.61,91,100,0.47,ET,1729019760
550,blackwater,-23.5833,148.8833,62.89,93,4,9.51,AU,1729019761
551,camiri,-20.05,-63.5167,100.18,23,0,4.61,BO,1729019762
552,trat,12.5,102.5,76.33,94,100,1.9,TH,1729019763
553,ancud,-41.8697,-73.8203,57.16,57,100,3.4,CL,1729019764
554,cooper's town,26.8667,-77.5167,80.49,54,100,4.25,BS,1729019474
555,princeville,45.7668,-61.2985,59.32,64,40,10.36,CA,1729019766
556,lazaro cardenas,17.9583,-102.2,85.14,70,7,6.44,MX,1729019686
557,temiskaming shores,47.4938,-79.7153,44.4,81,100,15.03,CA,1729019534
558,chibougamau,49.9168,-74.3659,42.42,56,100,18.41,CA,1729019769
559,torghay,49.6339,63.4981,33.22,65,0,9.69,KZ,1729019771
560,boyolangu,-8.1181,111.8935,72.37,91,100,2.42,ID,1729019773
561,kalemie,-5.9475,29.1947,75.69,71,92,3.22,CD,1729019774
562,lebu,-37.6167,-73.65,57.27,64,100,6.96,CL,1729019775
563,la gi,10.6667,107.7833,79.23,85,100,4.61,VN,1729019776
564,taoudenni,22.6783,-3.9836,97.5,12,6,6.82,ML,1729019777
565,vesele,47.0148,34.915,52.5,53,100,3.38,UA,1729019778
566,nova russas,-4.7067,-40.5631,99.41,22,76,5.82,BR,1729019779
567,suizhou,31.7111,113.3631,67.69,82,52,3.4,CN,1729019780
568,cam ranh,11.9214,109.1591,80.56,83,75,3.44,VN,1729019781
569,jirja,26.3383,31.8916,84.83,40,0,12.37,EG,1729019601
570,kapa'a,22.0752,-159.319,82.72,83,20,16.11,US,1729019783
571,blythe,33.6103,-114.5964,86.45,30,0,0.0,US,1729019785
572,airuk,7.2772,168.8203,84.69,75,56,14.38,MH,1729019786
573,dakhla,23.6848,-15.958,71.62,78,0,9.22,EH,1729019787
574,ardestan,33.3761,52.3694,71.28,30,0,1.95,IR,1729019788
575,pionerskiy,54.9508,20.2275,48.04,57,100,10.78,RU,1729019789
576,prince george,53.9166,-122.753,40.44,100,100,5.75,CA,1729019509
577,sao gabriel da cachoeira,-0.1303,-67.0892,91.2,58,20,4.61,BR,1729019792
578,as sulayyil,20.4607,45.5779,82.81,19,8,9.08,SA,1729019793
579,courtenay,49.6866,-124.9936,55.6,76,40,6.91,CA,1729019794
580,brisas de zicatela,15.8369,-97.0419,86.52,70,0,5.75,MX,1729019795
581,mil'kovo,55.6078,37.7956,46.35,56,100,4.32,RU,1729019796
582,slavgorod,52.9978,78.6449,32.58,59,87,0.67,RU,1729019797
583,pilibhit,28.6333,79.8,68.45,67,0,2.95,IN,1729019550
584,quatre cocos,-20.2078,57.7625,74.08,78,29,9.84,MU,1729019799
585,villa gesell,-37.2639,-56.973,62.19,87,31,11.43,AR,1729019800
586,djambala,-2.5447,14.7533,69.57,92,100,1.88,CG,1729019801
